title,year,language,period,opening_weekend_cr,opening_weekend_note,wide_release_flag,genre,genre_primary,certification,cert_subband,has_certification,runtime_minutes,theatrical_release,festival_release,cast,director,production,star_power_flag,star_prior_mean_log,star_prior_count,lead_cast_popularity,popularity,sequel_flag,release_weekday,release_month,rating,rating_count,total_gross,india_net,overseas,budget,budget_cr,sacnilk_slug,wiki_title,tmdb_id
Vicky Vidya Ka Woh Wala Video,2024,Hindi,post_covid,18.800000190734863,ok,True,"Comedy, Romantic",Comedy,UA,UA,True,146.0,11 Oct 2024,False,Rajkummar Rao; Vijay Raaz; Tiku Talsania; Mallika Sherawat; Archana Puran Singh; Tripti Dimri,Raaj Shaandilyaa,Thinkink Picturez,1,2.2914714363666397,16,1.2124,2.338,0,Friday,10,4.786,21.0,Rs58.21 Cr,Rs42.09 Cr,Rs8.5 Cr,Rs1.0 Cr,,Vicky_Vidya_Ka_Woh_Wala_Video_2024,Vicky Vidya Ka Woh Wala Video,1213712.0
Yodha,2024,Hindi,post_covid,16.84999990463257,ok,True,"Action, Adventure",Action,UA,UA,True,130.0,15 Mar 2024,False,Ronit Roy; Sidharth Malhotra; Tanuj Virwani; Disha Patani; Raashi Khanna,Sagar Ambre,Mentor Disciple Entertainment,1,3.017054893522372,7,1.6088,1.8239,0,Friday,3,6.6,32.0,Rs53.68 Cr,Rs35.74 Cr,Rs11.5 Cr,Rs1.0 Cr,,Yodha_2022,Yodha (2024 film),899718.0
Mr. & Mrs. Mahi,2024,Hindi,post_covid,16.84999990463257,ok,True,"Biography, Crime, Drama, Romantic, Sports",Biography,U,U,True,,31 May 2024,False,Rajkummar Rao; Janhvi Kapoor,Sharan Sharma,Zee Studio,1,3.5458747618975073,14,1.3306,1.2817,0,Friday,5,5.882,17.0,Rs51.95 Cr,Rs36.34 Cr,Rs9.5 Cr,Rs1.0 Cr,,Mr_And_Mrs_Mahi_2022,Mr.,901315.0
Maidaan,2024,Hindi,post_covid,14.900000095367432,ok,True,Sports,Sports,,,False,181.0,11 Apr 2024,True,Rudranil Ghosh; Ajay Devgn; Gajraj Rao; Priyamani,Amit Sharma,Zee Studio,1,3.7930384778538095,13,2.4951,1.2338,0,Thursday,4,7.813,24.0,Rs71.72 Cr,Rs53.54 Cr,Rs7.75 Cr,Rs1.0 Cr,166.0,Maidaan_2020,Maidaan,668340.0
Baby John,2024,Hindi,post_covid,12.650000095367432,ok,True,"Action, Drama, Thriller",Action,UA,U/A 16+,True,161.0,25 Dec 2024,True,Salman Khan; Varun Dhawan; Jackie Shroff; Keerthy Suresh; Wamiqa Gabbi,Kalees,Jio Studios,1,4.034576392191627,14,1.8158,1.5937,0,Wednesday,12,6.038,26.0,Rs61.0 Cr,Rs39.5 Cr,Rs13.7 Cr,Rs1.0 Cr,175.7608,Baby_John_2024,Baby John (film),1083241.0
Sarfira,2024,Hindi,post_covid,12.0,ok,True,"Biography, Drama",Biography,UA,UA,True,153.0,12 Jul 2024,False,Paresh Rawal; Akshay Kumar; Suriya; Seema Biswas; Radhika Madan,Sudha Kongara,Cape Of Good Films,1,3.5742351197796514,22,2.5409,1.2549,0,Friday,7,6.577,13.0,Rs33.91 Cr,Rs24.85 Cr,Rs4.5 Cr,Rs1.0 Cr,,Sarfira_2024,Sarfira,967344.0
Srikanth,2024,Hindi,post_covid,11.699999809265137,ok,True,"Biography, Drama",Biography,U,U,True,134.0,10 May 2024,False,Rajkummar Rao; Sharad Kelkar; Alaya Furniturewala; Jyothika,Tushar Hiranandani,T-Series,1,2.6268401573993447,13,1.4768,1.1805,0,Friday,5,7.565,31.0,Rs60.59 Cr,Rs48.07 Cr,Rs3.5 Cr,Rs1.0 Cr,34.86,Srikanth_2024,Srikanth (film),1093971.0
Khel Khel Mein,2024,Hindi,post_covid,8.999999761581421,ok,True,"Comedy, Drama",Comedy,UA,UA,True,134.0,15 Aug 2024,True,Akshay Kumar; Ammy Virk; Aditya Seal; Fardeen Khan; Vaani Kapoor; Taapsee Pannu; Pragya Jaiswal,Mudassar Aziz,White World Productions,1,3.530353130113647,23,2.5409,1.7154,0,Thursday,8,5.986,37.0,Rs57.05 Cr,Rs39.34 Cr,Rs10.0 Cr,Rs1.0 Cr,97.608,Khel_Khel_Mein_2024,Khel Khel Mein (2024 film),1241592.0
Merry Christmas,2024,Hindi,post_covid,8.799999952316284,ok,True,"Comedy, Romantic",Comedy,,,False,144.0,12 Jan 2024,False,Vijay Sethupathi; Sanjay Kapoor; Vinay Pathak; Ashwini Kalsekar; Katrina Kaif; Radhika Apte; Radhika Sarathkumar,Sriram Raghavan,Tips Films Pvt. Ltd.,1,2.6496508431781822,11,1.0307,1.411,0,Friday,1,5.4,63.0,Rs27.18 Cr,Rs18.39 Cr,Rs3.0 Cr,Rs1.0 Cr,,Merry_Christmas_2022,Merry Christmas (2024 film),894958.0
Crakk,2024,Hindi,post_covid,8.700000047683716,ok,True,"Action, Thriller",Action,,,False,154.0,23 Feb 2024,False,Arjun Rampal; Vidyut Jammwal; Nora Fatehi; Amy Jackson,Aditya Dutt,Action Hero Films,1,2.432115662930019,4,1.8257,1.0687,0,Friday,2,5.5,10.0,Rs17.88 Cr,Rs13.98 Cr,Rs1.5 Cr,Rs1.0 Cr,,Crakk_2024,Crakk,1215938.0
Yudhra,2024,Hindi,post_covid,8.5,ok,True,"Action, Thriller",Action,UA,UA,True,142.0,20 Sep 2024,False,Raghav Juyal; Siddhant Chaturvedi; Malavika Mohanan,Ravi Udyawar,Excel Entertainment,1,3.233192877006657,2,1.5554,0.9193,0,Friday,9,4.2,4.0,Rs14.56 Cr,Rs11.43 Cr,Rs1.15 Cr,Rs1.0 Cr,,Yudhra_2024,Yudhra,797223.0
Vedaa,2024,Hindi,post_covid,7.700000047683716,ok,True,"Action, Thriller",Action,UA,U/A,True,151.0,15 Aug 2024,True,John Abraham; Abhishek Banerjee; Tamanna Bhatia; Sharvari Wagh,Nikkhil Advani,Zee Studio,1,3.730740908208854,10,2.0226,1.5812,0,Thursday,8,5.9,22.0,Rs30.0 Cr,Rs22.52 Cr,Rs3.25 Cr,Rs1.0 Cr,,Vedaa_2024,Vedaa,1148486.0
Auron Mein Kahan Dum Tha,2024,Hindi,post_covid,6.7500001192092896,ok,True,"Romantic, Thriller",Romantic,UA,UA,True,144.0,02 Aug 2024,False,Jimmy Shergill; Ajay Devgn; Shantanu Maheshwari; Saiee Manjrekar; Tabu,Neeraj Pandey,Panorama Studios,1,3.7197013805231185,14,2.4951,0.9829,0,Friday,8,5.318,11.0,Rs15.79 Cr,Rs12.18 Cr,Rs2.15 Cr,Rs1.0 Cr,,Auron_Mein_Kahan_Dum_Tha_2023,Auron Mein Kahan Dum Tha,1083590.0
The Sabarmati Report,2024,Hindi,post_covid,6.349999904632568,ok,True,"Drama, Historical",Drama,UA,U/A,True,123.0,15 Nov 2024,False,Vikrant Massey; Ridhi Dogra; Raashi Khanna,Dheeraj Sarna,Vikir Films Production,1,2.6421045617399472,3,1.5437,1.1579,0,Friday,11,5.9,10.0,Rs41.07 Cr,Rs34.58 Cr,Rs0.0 Cr,Rs1.0 Cr,,The_Sabarmati_Report_2024,The Sabarmati Report,1213906.0
Kill,2024,Hindi,post_covid,6.1000001430511475,ok,True,"Action, Thriller",Action,A,A,True,105.0,05 Jul 2024,False,Ashish Vidyarthi; Lakshya Lalwani; Raghav Juyal; Tanya Maniktala,Nikhil Nagesh Bhat,Sikhya Entertainment,1,2.253618097455746,4,1.1234,6.0378,0,Friday,7,7.2,537.0,Rs48.11 Cr,Rs24.97 Cr,Rs18.5 Cr,Rs1.0 Cr,39.84,Kill_2024,Kill (film),1160018.0
Swatantrya Veer Savarkar,2024,Hindi,post_covid,5.990000009536743,ok,True,"Biography, Drama",Biography,UA,UA,True,178.0,22 Mar 2024,False,Randeep Hooda; Ankita Lokhande,Randeep Hooda,Legend Studios,1,4.122545187995315,3,1.2763,0.8961,0,Friday,3,6.417,12.0,Rs32.18 Cr,Rs24.61 Cr,Rs2.75 Cr,Rs1.0 Cr,,Swatantrya_Veer_Savarkar_2024,Swatantrya Veer Savarkar (film),957328.0
Main Atal Hoon,2024,Hindi,post_covid,5.649999976158142,ok,True,"Biography, Drama",Biography,UA,UA,True,137.0,19 Jan 2024,False,Daya Shankar Pandey; Piyush Mishra; Raja Rameshkumar Sevak; Pankaj Tripathi; Gauri Sukhtankar; Payal Nair; Paula McGlynn,Ravi Jadhav,Legend Studios,1,,0,1.0479,0.7283,0,Friday,1,5.824,71.0,Rs12.49 Cr,Rs9.95 Cr,Rs0.65 Cr,Rs1.0 Cr,19.92,Main_Atal_Hoon_2024,Main Atal Hoon,1066714.0
Savi: A Bloody Housewife,2024,Hindi,post_covid,5.299999952316284,ok,True,"Action, Thriller",Action,UA,UA,True,122.0,31 May 2024,False,Anil Kapoor; Harshvardhan Rane; Divya Khosla Kumar,Abhinay Deo,Vishesh Films,1,3.299786907458918,12,2.0903,0.9678,0,Friday,5,6.891,23.0,Rs11.26 Cr,Rs7.84 Cr,Rs2.0 Cr,Rs1.0 Cr,,Savi_A_Bloody_Housewife_2024,Savi (film),1264800.0
Bhaiyya Ji,2024,Hindi,post_covid,4.950000047683716,ok,True,"Action, Crime, Drama",Action,UA,UA,True,131.0,24 May 2024,False,Vipin Sharma; Manoj Bajpayee; Jatin Goswami; Zoya Hussain,Apoorv Singh Karki,SSO Productions,1,2.4196420436650756,8,1.7031,1.0682,0,Friday,5,6.286,7.0,Rs10.22 Cr,Rs9.82 Cr,Rs0.0 Cr,Rs1.0 Cr,,Bhaiyya_Ji_2024,Bhaiyya Ji,1262485.0
Ulajh,2024,Hindi,post_covid,4.899999976158142,ok,True,Thriller,Thriller,UA,UA,True,134.0,02 Aug 2024,False,Sachin Khedekar; Gulshan Devaiah; Roshan Mathew; Adil Hussain; Janhvi Kapoor,Sudhanshu Saria,Junglee Pictures,1,2.6157529092256033,4,1.2071,1.2462,0,Friday,8,5.763,19.0,Rs11.26 Cr,Rs9.07 Cr,Rs1.0 Cr,Rs1.0 Cr,35.69,Ulajh_2024,Ulajh,1124876.0
Laapataa Ladies,2024,Hindi,post_covid,3.900000095367432,ok,True,Comedy,Comedy,UA,UA,True,124.0,01 Mar 2024,False,Sparsh Shrivastava; Ravi Kishan; Pratibha Ranta; Chhaya Kadam; Nitanshi Goel,Kiran Rao,Jio Studios,1,2.703079149804707,4,1.8929,1.9814,0,Friday,3,7.801,176.0,Rs27.66 Cr,Rs21.11 Cr,Rs2.75 Cr,Rs1.0 Cr,4.98,Laapataa_Ladies_2024,Laapataa Ladies,1163194.0
Ishq Vishk Rebound,2024,Hindi,post_covid,3.600000023841858,ok,True,"Comedy, Romantic",Comedy,UA,UA,True,106.0,21 Jun 2024,False,Jibraan Khan; Rohit Saraf; Naila Grrewal; Supriya Pilgaonkar; Pashmina Roshan; Sheeba Chaddha,Nipun Dharmadhikari,Tips Films Pvt. Ltd.,1,3.636005964506868,1,0.8911,0.6506,0,Friday,6,3.0,3.0,Rs5.85 Cr,Rs4.97 Cr,Rs0.0 Cr,Rs1.0 Cr,,Ishq_Vishk_Rebound_2024,Ishq Vishk Rebound,1080808.0
The Buckingham Murders,2024,Hindi,post_covid,3.2500000596046448,ok,True,"Crime, Mystery, Thriller",Crime,A,A,True,107.0,13 Sep 2024,False,Keith Allen; Ranveer Brar; Kareena Kapoor Khan,Hansal Mehta,Mahana Films,1,3.8339482986188838,2,2.4921,1.2979,0,Friday,9,5.717,30.0,Rs15.84 Cr,Rs6.23 Cr,Rs3.5 Cr,Rs1.0 Cr,,The_Buckingham_Murders_2024,The Buckingham Murders,1053348.0
Ruslaan,2024,Hindi,post_covid,2.300000011920929,ok,True,"Action, Thriller",Action,UA,UA,True,139.0,26 Apr 2024,False,Aayush Sharma; Jagapati Babu; Vidya Malvade; Sushrii Shreya Mishraa,Karan Butani,Sri Sathya Sai Arts,1,2.0014799808788877,3,0.9699,1.6169,0,Friday,4,5.0,2.0,Rs4.87 Cr,Rs4.11 Cr,Rs0.0 Cr,Rs1.0 Cr,,Ruslaan_2023,Ruslaan,1196940.0
Kahan Shuru Kahan Khatam,2024,Hindi,post_covid,2.099999964237213,ok,True,"Comedy, Romantic",Comedy,,,False,104.0,20 Sep 2024,False,Aashim Gulati; Rajesh Sharma; Rakesh Bedi; Dhavani Bhanushali,Saurabh Dasgupta,Kathputli Creations,1,3.248296234879642,3,2.0851,0.7933,0,Friday,9,2.0,1.0,Rs3.26 Cr,Rs2.81 Cr,Rs0.0 Cr,Rs1.0 Cr,,Kahan_Shuru_Kahan_Khatam_2024,Kahan Shuru Kahan Khatam,1341448.0
Bastar: The Naxal Story,2024,Hindi,post_covid,2.0000000298023224,ok,True,"Crime, Drama",Crime,A,A,True,124.0,15 Mar 2024,False,Yashpal Sharma; Vijay Krishna; Adah Sharma; Shilpa Shukla; Indira Tiwari,Sudipto Sen,Sunshine Pictures,1,2.9616582932202395,1,0.9985,0.9803,0,Friday,3,6.3,6.0,Rs4.04 Cr,Rs3.15 Cr,Rs0.25 Cr,Rs1.0 Cr,,Bastar_The_Naxal_Story_2024,Bastar: The Naxal Story,1169534.0
Pad Gaye Pange,2024,Hindi,post_covid,1.950000047683716,ok,True,Comedy,Comedy,UA,U/A 7+,True,118.0,30 Aug 2024,False,,,,0,1.7747976514543493,361,1.1261,0.4984,0,Friday,8,10.0,1.0,Rs3.81 Cr,Rs3.19 Cr,Rs0.0 Cr,Rs1.0 Cr,,Pad_Gaye_Pange_2024,Pad Gaye Pange,1341538.0
T20 World Cup 2024: India Vs Pakistan (Hindi),2024,Hindi,post_covid,1.7000000476837158,ok,True,"Screening, Sports",Screening,,,False,140.0,09 Jun 2024,False,,,,0,1.8773714019993495,332,,,0,Sunday,6,,,Rs2.35 Cr,Rs1.7 Cr,Rs0.0 Cr,Rs1.0 Cr,,T20_World_Cup_2024_India_Vs_Pakistan_2024,Alpha (2026 film),
T20 World Cup 2024: India Vs South Africa (Hindi),2024,Hindi,post_covid,1.409999966621399,ok,True,"Screening, Sports",Screening,,,False,,29 Jun 2024,False,,,,0,1.8349694559593086,343,,,0,Saturday,6,,,Rs1.94 Cr,Rs1.41 Cr,₹0.00 Cr,Rs1.0 Cr,,T20_World_Cup_2024_India_Vs_South_Africa_2024,South Africa,
I Want To Talk,2024,Hindi,post_covid,1.300000011920929,ok,True,"Drama, Family",Drama,UA,UA,True,122.0,22 Nov 2024,False,Abhishek Bachchan; Ahilya Bamroo,Shoojit Sircar,Rising Sun Films,1,3.209272997486421,4,1.4187,1.5254,0,Friday,11,6.9,7.0,Rs2.51 Cr,Rs2.14 Cr,Rs0.0 Cr,Rs1.0 Cr,,I_Want_To_Talk_2024,I Want to Talk,1263031.0
Kuch Khattaa Ho Jaay,2024,Hindi,post_covid,1.2000000178813934,ok,True,"Comedy, Drama, Romantic",Comedy,UA,UA,True,125.0,16 Feb 2024,False,,,,0,2.186461733128463,273,1.3205,0.8186,0,Friday,2,3.0,1.0,Rs1.69 Cr,Rs1.47 Cr,Rs0.0 Cr,Rs1.0 Cr,,Kuch_Khattaa_Ho_Jaay_2024,Kuch Khattaa Ho Jaay,1032706.0
Chhaava,2025,Hindi,post_covid,116.5,ok,True,"Action, Drama, Historical",Action,UA,U/A,True,161.0,14 Feb 2025,False,Akshaye Khanna; Vineet Kumar Singh; Vicky Kaushal; Ashutosh Rana; Rashmika Mandanna; Divya Dutta,Laxman Utekar,Maddock Films,1,3.524660487529726,9,2.7656,2.6327,0,Friday,2,7.048,63.0,Rs807.91 Cr,Rs585.7 Cr,Rs91.0 Cr,Rs130.0 Cr,130.0,Chaava_2024,Chhaava,1196943.0
War 2,2025,Hindi,post_covid,98.0,ok,True,"Action, Spy, Thriller",Action,UA,U/A 16+,True,173.0,14 Aug 2025,True,Anil Kapoor; Hrithik Roshan; NTR Jr.; Ashutosh Rana; Kiara Advani,Ayan Mukerji,Yash Raj Films,1,4.097982285789967,13,2.7656,5.7606,1,Thursday,8,6.0,73.0,Rs364.35 Cr,Rs177.59 Cr,Rs81.75 Cr,Rs400.0 Cr,400.0,War_2_2024,War 2 (film),1109086.0
Housefull 5,2025,Hindi,post_covid,87.5,ok,True,Comedy,Comedy,UA,U/A,True,165.0,06 Jun 2025,False,Abhishek Bachchan; Shreyas Talpade; Dino Morea; Chunky Pandey; Akshay Kumar; Sanjay Dutt; Nana Patekar; Johnny Lever; Riteish Deshmukh; Fardeen Khan; +7 more,Tarun Mansukhani,Nadiadwala Grandson Entertainment,1,2.4171517068331507,6,2.5409,2.5321,1,Friday,6,5.173,49.0,Rs288.67 Cr,Rs183.38 Cr,Rs70.25 Cr,Rs250.0 Cr,250.0,Housefull_5_2024,Housefull 5,1146210.0
Sky Force,2025,Hindi,post_covid,62.25,ok,True,"Action, Thriller, War",Action,UA,U/A,True,125.0,24 Jan 2025,False,Akshay Kumar; Veer Pahariya; Sara Ali Khan; Nimrat Kaur; Divya Dutta,Sandeep Kewlani,Maddock Films,1,3.691848869730833,25,2.5409,1.7099,0,Friday,1,6.604,48.0,Rs150.01 Cr,Rs113.62 Cr,Rs14.5 Cr,Rs125.0 Cr,125.0,Sky_Force_2024,Sky Force (film),1143407.0
Sitaare Zameen Par,2025,Hindi,post_covid,57.60000038146973,ok,True,"Comedy, Drama, Sports",Comedy,UA,U/A 13+,True,158.0,20 Jun 2025,False,Brijendra Kala; Aamir Khan; Dolly Ahluwalia; Genelia Deshmukh,R.S. Prasanna,Aamir Khan Productions,1,4.025165771022866,5,2.9518,6.3856,0,Friday,6,6.875,56.0,Rs267.52 Cr,Rs166.19 Cr,Rs66.75 Cr,Rs120.0 Cr,120.0,Sitaare_Zameen_Par_2025,Sitaare Zameen Par,1190511.0
Jolly LLB 3,2025,Hindi,post_covid,53.5,ok,True,"Comedy, Drama",Comedy,UA,U/A,True,157.0,19 Sep 2025,False,Saurabh Shukla; Gajraj Rao; Akshay Kumar; Arshad Warsi; Huma Qureshi; Amrita Rao,Subhash Kapoor,Star Studios,1,4.049525455749917,26,2.5409,2.2599,1,Friday,9,6.56,50.0,Rs171.64 Cr,Rs117.5 Cr,Rs31.5 Cr,Rs120.0 Cr,120.0,Jolly_LLB_2024,Jolly LLB 3,1015981.0
Raid 2,2025,Hindi,post_covid,52.0,ok,True,"Crime, Thriller",Crime,UA,U/A 13+,True,138.0,01 May 2025,False,Riteish Deshmukh; Ajay Devgn; Saurabh Shukla; Vaani Kapoor,Raj Kumar Gupta,T-Series,1,4.0693338412993665,16,2.4951,2.3225,1,Thursday,5,6.45,60.0,Rs237.46 Cr,Rs173.44 Cr,Rs31.0 Cr,Rs120.0 Cr,120.0,Raid_2_2025,Raid 2 (film),1227128.0
Tere Ishk Mein,2025,Hindi,post_covid,49.75,ok,True,"Action, Drama, Romantic",Action,UA,U/A,True,169.0,28 Nov 2025,False,Dhanush; Prakash Raj; Kriti Sanon,Anand L Rai,T-Series,1,3.0043127825424807,21,2.0295,2.0485,0,Friday,11,5.435,23.0,Rs161.96 Cr,Rs110.37 Cr,Rs23.0 Cr,Rs1.0 Cr,78.8938738,Tere_Ishk_Mein_2024,Tere Ishk Mein,1142921.0
Thamma,2025,Hindi,post_covid,35.44999980926514,ok,True,"Comedy, Horror",Comedy,UA,U/A 16+,True,149.0,21 Oct 2025,True,Varun Dhawan; Nawazuddin Siddiqui; Ayushmann Khurrana; Paresh Rawal; Rashmika Mandanna,Aditya Sarpotdar,Maddock Films,1,3.5279173665373125,11,1.8039,2.8506,0,Tuesday,10,6.563,56.0,Rs187.59 Cr,Rs133.88 Cr,Rs26.5 Cr,Rs125.0 Cr,125.0,Thama_2025,Thamma,1196364.0
De De Pyaar De 2,2025,Hindi,post_covid,34.75,ok,True,"Comedy, Romantic",Comedy,UA,U/A 13+,True,146.0,14 Nov 2025,False,R. Madhavan; Javed Jaffrey; Ajay Devgn; Meezaan Jaffrey; Ishita Dutta; Gautami Kapoor; Rakul Preet Singh,Anshul Sharma,T-Series,1,4.172539396871994,18,2.4951,2.7571,1,Friday,11,6.632,19.0,Rs111.77 Cr,Rs74.23 Cr,Rs23.15 Cr,Rs1.0 Cr,,De_De_Pyaar_De_2_2025,De De Pyaar De 2,1214835.0
Sikandar,2025,Hindi,post_covid,33.5,ok,True,"Action, Drama",Action,UA,U/A 13+,True,135.0,30 Mar 2025,True,Sharman Joshi; Prateik Babbar; Salman Khan; Sathyaraj; Rashmika Mandanna; Kajal Aggarwal,AR Murugadoss,Salman Khan Films,1,3.939853934620025,15,6.2148,3.491,0,Sunday,3,4.884,69.0,Rs184.89 Cr,Rs110.36 Cr,Rs54.0 Cr,Rs200.0 Cr,200.0,Sikandar_2025,Sikandar (2025 film),1257960.0
Baaghi 4,2025,Hindi,post_covid,31.25,ok,True,Action,Action,A,A,True,157.0,05 Sep 2025,False,Sanjay Dutt; Upendra Limaye; Tiger Shroff; Shreyas Talpade; Saurabh Sachdeva; Harnaaz Kaur Sandhu; Sheeba Akashdeep Sabir; Sonam Bajwa,A Harsha,Nadiadwala Grandson Entertainment,1,3.6107739593177235,9,1.9231,2.352,1,Friday,9,3.609,23.0,Rs77.67 Cr,Rs53.38 Cr,Rs14.8 Cr,Rs1.0 Cr,72.4839332,Baaghi_4_2021,Baaghi 4,758923.0
Jaat,2025,Hindi,post_covid,30.75,ok,True,"Action, Drama, Thriller",Action,UA,U/A 16+,True,153.0,10 Apr 2025,False,Randeep Hooda; Vineet Kumar Singh; Jagapathi Babu; Sunny Deol; Saiyami Kher; Regina Cassandra,Gopichand Malineni,Zee Studio,1,3.5780290303990014,11,1.3698,2.6789,0,Thursday,4,6.3,36.0,Rs118.85 Cr,Rs88.72 Cr,Rs14.0 Cr,Rs1.0 Cr,97.6470515,Jaat_2025,Jaat (film),1306845.0
Bhool Chuk Maaf,2025,Hindi,post_covid,28.0,ok,True,"Comedy, Romantic",Comedy,UA,U/A 13+,True,121.0,23 May 2025,False,Rajkummar Rao; Sanjay Mishra; Raghubir Yadav; Zakir Hussain; Wamiqa Gabbi; Seema Pahwa,Karan Sharma,Maddock Films,1,2.471840051154462,17,1.8158,1.1401,0,Friday,5,6.118,38.0,Rs88.95 Cr,Rs72.73 Cr,Rs3.3 Cr,Rs1.0 Cr,,Bhool_Chuk_Maaf_2025,Bhool Chuk Maaf,1301632.0
Param Sundari,2025,Hindi,post_covid,26.75,ok,True,"Comedy, Romantic",Comedy,UA,U/A 13+,True,136.0,29 Aug 2025,False,Sidharth Malhotra; Manjot Singh; Siddhartha Shankar; Renji Panicker; Sanjay Kapoor; Janhvi Kapoor; Inayat Verma,Tushar Jalota,Maddock Films,1,3.8192496195066123,6,1.6528,1.3402,0,Friday,8,5.522,23.0,Rs84.29 Cr,Rs51.31 Cr,Rs23.0 Cr,Rs1.0 Cr,,Param_Sundari_2025,Param Sundari (film),1226354.0
Son of Sardaar 2,2025,Hindi,post_covid,24.75,ok,True,"Comedy, Drama",Comedy,UA,U/A 13+,True,147.0,01 Aug 2025,False,Ajay Devgn; Sanjay Mishra; Chunky Pandey; Mukul Dev; Ravi Kishan; Deepak Dobriyal; Vindu Dara Singh; Mrunal Thakur; Neeru Bajwa; Kubbra Sait; +1 more,Vijay Kumar Arora,Jio Studios,1,3.5180942369047776,17,2.4951,2.0623,1,Friday,8,4.367,15.0,Rs66.01 Cr,Rs47.03 Cr,Rs9.75 Cr,Rs1.0 Cr,,Son_of_Sardaar_2025,Son of Sardaar 2,1311649.0
Deva,2025,Hindi,post_covid,19.15000009536743,ok,True,"Action, Thriller",Action,UA,U/A,True,156.0,31 Jan 2025,False,Shahid Kapoor; Pavail Gulati; Pooja Hegde,Rosshan Andrrews,Zee Studio,1,3.6454498961866,5,2.3117,2.2508,0,Friday,1,6.2,68.0,Rs56.32 Cr,Rs34.37 Cr,Rs15.5 Cr,Rs1.0 Cr,48.8206,Deva_2024,Deva (2025 film),1195430.0
Ek Deewane Ki Deewaniyat,2025,Hindi,post_covid,18.75,ok,True,"Drama, Romantic",Drama,A,A,True,141.0,21 Oct 2025,True,Harshvardhan Rane; Sachin Khedekar; Shaad Randhawa; Sonam Bajwa,Milap Milan Zaveri,Play DMF,1,4.433788569232471,7,0.9485,2.1317,0,Tuesday,10,5.773,22.0,Rs110.28 Cr,Rs78.99 Cr,Rs16.5 Cr,Rs30.0 Cr,30.0,Ek_Deewane_Ki_Deewaniyat_2025,Ek Deewane Ki Deewaniyat,1434543.0
Maa,2025,Hindi,post_covid,17.65000009536743,ok,True,"Horror, Thriller",Horror,UA,U/A,True,133.0,27 Jun 2025,False,Ronit Roy; Jitin Gulati; Indraneil Sengupta; Kajol; Kherin Sharma,Vishal Furia,Jio Studios,1,2.7502733042529495,8,2.359,1.9179,0,Friday,6,6.761,67.0,Rs49.96 Cr,Rs36.27 Cr,Rs6.5 Cr,Rs1.0 Cr,,Maa_2025,Maa (2025 film),1389158.0
Metro... In Dino,2025,Hindi,post_covid,16.75,ok,True,"Drama, Romantic",Drama,UA,U/A 16+,True,159.0,04 Jul 2025,False,Pankaj Tripathi; Aditya Roy Kapur; Saswata Chatterjee; Anupam Kher; Ali Fazal; Neena Gupta; Fatima Sana Shaikh; Sara Ali Khan; Konkona Sen Sharma,Anurag Basu,T-Series,1,2.963494005221014,9,1.3205,1.3507,0,Friday,7,6.4,24.0,Rs69.68 Cr,Rs53.37 Cr,Rs6.0 Cr,Rs1.0 Cr,,Metro_In_Dino_2024,Metro... In Dino,1065426.0
Tu Meri Main Tera Main Tera Tu Meri,2025,Hindi,post_covid,15.75,ok,True,"Drama, Romantic",Drama,UA,U/A 16+,True,145.0,25 Dec 2025,True,Tiku Talsania; Kartik Aaryan; Jackie Shroff; Ananya Pandey; Aruna Irani; Neena Gupta,Sameer Vidwans,Namah Pictures,1,3.6328159519065397,10,1.5251,1.9869,0,Thursday,12,4.5,14.0,Rs49.5 Cr,Rs32.95 Cr,Rs10.15 Cr,Rs90.0 Cr,90.0,Tu_Meri_Main_Tera_Main_Tera_Tu_Meri_2026,Tu Meri Main Tera Main Tera Tu Meri,1407523.0
The Diplomat,2025,Hindi,post_covid,13.300000190734863,ok,True,"Drama, Thriller",Drama,UA,U/A 13+,True,137.0,14 Mar 2025,True,Kumud Mishra; John Abraham; Sharib Hashmi; Sadia Khateeb; Revathi,Shivam Nair,Wakaoo Films,1,3.12096685668655,11,2.0226,2.6016,0,Friday,3,6.543,46.0,Rs51.46 Cr,Rs38.97 Cr,Rs5.5 Cr,Rs1.0 Cr,19.92,The_Diplomat_2024,The Diplomat (2025 film),1147546.0
Dhadak 2,2025,Hindi,post_covid,11.400000095367432,ok,True,"Romantic, Thriller",Romantic,UA,U/A 16+,True,146.0,01 Aug 2025,False,Zakir Hussain; Siddhant Chaturvedi; Saurabh Sachdeva; Vipin Sharma; Tripti Dimri; Deeksha Joshi,Shazia Iqbal,Zee Studio,1,2.2205745472940936,3,1.2124,2.0587,1,Friday,8,6.976,21.0,Rs32.61 Cr,Rs23.42 Cr,Rs4.6 Cr,Rs1.0 Cr,,Dhadak_2_2024,Dhadak 2,1213777.0
Emergency,2025,Hindi,post_covid,10.349999904632568,ok,True,"Biopic, Drama",Biopic,UA,U/A,True,146.0,17 Jan 2025,False,Anupam Kher; Milind Soman; Shreyas Talpade; Satish Kaushik; Mahima Chaudhry; Kangana Ranaut,Kangana Ranaut,Zee Studio,1,3.8666071363089483,11,1.3205,2.7278,0,Friday,1,4.8,8.0,Rs23.81 Cr,Rs18.4 Cr,Rs2.1 Cr,Rs1.0 Cr,,Emergency_2022,Emergency (2025 film),1000438.0
